"abort","absolut","accept","activ","add","advanc","advic","ago","agre","ahead","amount","amp","angri","answer","anxieti","anxiou","anymor","app","appoint","appreci","appt","aren","asleep","assum","attack","babi","bad","bare","base","basic","bathroom","bed","begin","belli","birth","bit","bleed","blood","bodi","boi","born","boyfriend","break","breast","bring","broke","brother","brown","bui","bump","call","care","caus","chanc","chang","check","child","children","choic","clean","clinic","close","clot","cloth","come","comfort","commun","complet","complic","conceiv","concern","confirm","confus","constantli","context","continu","contract","control","convinc","couldn","coupl","cramp","crazi","cry","curiou","cycl","dai","daili","date","daughter","deal","decid","decis","didn","didnt","diet","differ","difficult","discharg","doctor","doesn","doesnt","don","dont","dose","drink","drop","due","earlier","easi","eat","effect","egg","embryo","emot","energi","enjoi","entir","excit","exhaust","expect","experi","experienc","explain","extra","extrem","famili","fast","father","fatigu","fear","feel","fetu","fight","figur","final","financi","fine","finish","follow","food","forc","forward","found","freak","friend","fruit","ftm","futur","gain","genuin","gestat","girl","give","gonna","grow","guess","gui","guilti","half","hand","handl","happen","happi","hard","harder","hasn","hate","haven","havent","hcg","head","headach","health","healthi","hear","heard","heart","heavi","hei","help","hit","hold","home","honestli","hope","hormon","horribl","hospit","hour","hous","huge","human","hungri","hurt","husband","idea","idk","ill","imagin","immedi","imposs","increas","induc","induct","inform","initi","insid","insight","isn","isnt","issu","januari","job","keep","kick","kid","kinda","know","lab","labor","lai","late","law","lead","learn","leav","left","leg","level","life","light","line","listen","liter","live","lol","look","lose","loss","lost","lot","love","low","lower","lucki","major","make","manag","march","marriag","matern","matter","meal","mean","measur","medic","medicin","meet","mental","mention","midwif","mild","mind","mine","minut","miscarriag","misoprostol","miss","mom","moment","mondai","monitor","month","morn","mother","move","movement","multipl","natur","nausea","nauseou","neg","nervou","new","night","normal","notic","nurs","obgyn","occur","offic","onlin","opinion","option","overwhelm","ovul","pain","panic","parent","parti","partner","pass","past","pee","peopl","period","person","phone","physic","pictur","pill","plan","posit","post","potenti","pregnanc","pregnant","prepar","pressur","pretti","previou","prior","procedur","process","push","question","rais","rant","rate","read","readi","real","realiz","reason","reassur","receiv","recent","recommend","red","relationship","relax","relief","rest","result","risk","run","sac","safe","scan","scare","schedul","school","send","sens","set","sex","share","shower","sick","sign","similar","simpli","sister","sit","situat","size","sleep","slight","slightli","son","sore","sort","sound","speak","specif","spoke","spot","stai","stand","start","stomach","stop","stori","stress","strong","struggl","sudden","suddenli","suggest","super","support","suppos","surgeri","symptom","take","talk","tell","terribl","terrifi","test","text","think","throw","time","tini","tip","tire","toilet","told","tomorrow","top","track","traumat","trimest","typic","ultrasound","uncomfort","understand","upset","uteru","visit","wait","wake","walk","wanna","wasn","wasnt","watch","water","wear","week","weekend","weight","weird","woke","women","won","wonder","wont","worri","wors","worst","wouldn","wrong","yesterdai"
0,0,0,0,0,0,0,0,0,0,0,0,0,0.109478623766648,0,0,0,0,0,0,0,0,0,0,0,0.0591386824213758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178957247533297,0,0,0.0947393118833241,0,0,0,0,0,0,0.0643518287014525,0.0686880564829155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101177873781071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494786237666482,0,0,0,0,0,0,0,0,0,0.0220939475733339,0,0,0,0,0,0,0,0,0,0,0,0.0542623770442368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290190076063027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747393118833241,0.0928771237954945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063040061868901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103688491422749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026080123737802,0.0947393118833241,0,0,0,0,0,0,0,0.149478623766648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109478623766648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894786237666483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257260837031328,0,0,0,0,0,0,0,0,0,0,0,0.0686880564829155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460403545925835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127453903710565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197373566423592,0,0,0,0,0,0,0,0,0,0,0,0.148183056188516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197373566423592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155706899756925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180080337286973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138413670620307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328618039302803,0,0,0.19349400790728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444344734057907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159854219488213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138413670620307,0,0,0,0,0,0,0,0.171678926404905,0,0,0,0,0.189849722855183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319724684670719,0,0,0,0.197373566423592,0,0,0,0,0,0,0,0,0.159854219488213,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394257882809172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11555874750445,0.153460050708685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145754247590989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153460050708685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134338158836499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117736658865345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182255733940975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042657094469559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193460050708685,0,0,0,0,0,0,0,0,0,0.178957247533297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030693569728389,0,0,0,0,0,0,0.170061550679839,0,0.117736658865345,0,0,0,0.153460050708685,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298262079222161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288128539659158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354795206325824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196227764775576,0,0,0,0,0
0,0.0356260118947434,0,0,0,0,0.0194451629606541,0,0,0,0,0,0,0,0,0,0.0340598680825149,0,0,0.0333589126349733,0,0,0,0,0,0.0138823198172244,0.0215415048524899,0,0,0,0,0,0,0,0,0,0,0,0.024750515301618,0,0,0,0,0,0,0,0,0,0,0,0,0.0483718707626165,0,0,0,0.0250450235811576,0,0.0327032126040474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285837583736167,0,0,0.0223742782292047,0.0356260118947434,0,0,0,0,0,0,0,0,0,0,0,0,0.0540352291227763,0,0.0149316495332233,0,0,0,0.0333589126349733,0,0,0.034812792053758,0,0,0,0,0,0,0,0,0.0263166591138465,0.0327032126040474,0.0256609590829206,0,0,0,0,0,0.0221972048834158,0,0,0,0,0.0544569130328652,0,0.0749567337308079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103934081109517,0,0,0,0,0,0,0,0,0,0,0,0.0259835202773792,0,0,0.0385488111854395,0,0,0,0,0,0,0,0.0270176145613882,0.0385488111854395,0,0,0,0,0.037478366865404,0,0.0483718707626165,0,0,0,0,0,0.0194451629606541,0.0309572441995151,0,0,0,0,0,0,0,0.0327032126040474,0,0,0,0,0,0,0,0,0,0,0.0285837583736167,0,0,0,0,0.034812792053758,0,0,0,0,0,0,0,0,0,0,0,0,0.0263166591138465,0,0,0,0,0,0,0.0571675167472334,0,0,0,0,0,0,0,0.0233938598231504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266610929200504,0,0,0,0.0172819128936247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340598680825149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00751005184323222,0,0,0,0.0263166591138465,0,0,0,0,0,0,0,0.069625584107516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356260118947434,0,0,0,0,0,0,0,0,0,0,0,0.0365100321911086,0,0,0,0,0.037478366865404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608722266885544,0,0.0296436250516436,0,0.0253483244395512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226590946131875,0,0,0,0,0,0,0,0.0181169603543189,0,0,0.0320872771022844,0,0.0181532887275842,0,0,0,0,0,0,0,0,0.111082154130525,0.037478366865404,0,0,0,0,0,0.0356260118947434,0,0,0,0,0,0.00540379748739243,0,0.0315065576643128,0,0,0.0309572441995151,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24881505401511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159753326037716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0.24881505401511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165629826807942,0,0,0,0,0.211084372262487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484832048413602,0,0,0,0,0,0,0,0,0.163611912291649,0,0,0,0,0.174386421259869,0,0,0,0,0.0484739709881353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331259653615884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034879056509533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857082353932982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144090962434786,0,0,0,0,0,0,0,0,0,0,0.231388178038581,0.117961689226602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123326142074657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237997008188366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13704361275848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463664070321294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191127333753528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112076826057259,0,0,0,0,0,0,0.149321861919382,0,0,0,0,0,0,0,0,0,0.176473638654503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219951899524068,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189478623766648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202355747562143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207376982845497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218957247533296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128703657402905,0,0,0,0.0853141889391181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182255733940975,0,0,0,0,0,0,0,0,0.145754247590989,0,0,0.193460050708685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197736658865345,0,0,0,0,0.0841878951466677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128703657402905,0,0,0,0,0,0,0,0.121165853826381,0,0,0,0,0,0,0,0,0.030693569728389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0545601364430782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240401148054373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431856778333841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649015621327727,0,0.0487804878048781,0,0,0,0,0,0.0193728506618724,0,0,0,0,0.036236961558576,0,0,0,0,0,0,0,0.0352313254586739,0.0467866008258185,0,0,0,0,0,0,0.0369408090934087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269438385040657,0,0,0,0,0,0,0,0,0,0,0,0.0330868152708761,0,0,0,0,0,0,0,0,0.224979260938283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667552583942977,0,0,0,0,0,0,0,0,0,0,0.0536088862967212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050247490655094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602855667272394,0,0.0768781242303671,0,0,0,0.15811932054466,0,0.036236961558576,0,0,0,0,0,0,0,0,0.0667552583942977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461692096908189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423650144918587,0,0,0,0,0,0.0405113182303337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113264785116457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566323925582283,0,0,0.0602855667272394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392389199399101,0,0,0,0,0,0,0,0.0313732728086986,0,0,0,0,0,0,0,0,0,0.0392389199399101,0,0.0837659225401409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467866008258185,0
0,0,0,0,0,0,0,0,0,0.284500074571595,0,0,0,0,0.217038816434579,0,0,0,0.178185079156442,0,0,0,0,0,0,0.115958200826227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934455149572668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124723190218689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258584039784185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321995952254848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238758452297269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185411946673238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627310212787633,0,0,0,0,0,0,0,0,0,0,0,0,0.313054593816904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202023695537987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135412807625246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0837867198581972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247041097611846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103691311493341,0,0,0,0,0,0,0.0650254452155444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419310370903799,0,0,0,0.0787094269453343,0,0,0,0.0927784947174985,0,0,0,0,0.0878716029006344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837867198581972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077227005907193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698354954867409,0,0,0,0,0,0,0,0,0.0878716029006344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997768295469028,0,0,0,0,0,0,0,0,0,0,0.0451962079029628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903752001473708,0,0,0.308908023628772,0,0.0787094269453343,0,0,0,0,0,0,0,0,0,0,0,0.0819745977579173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575581131581549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356728369265541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16891159804512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130057498849106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.108038115559192,0,0,0,0,0.0650449535741267,0.0363317518475379,0.0398571887586778,0,0,0,0,0,0,0,0,0,0,0.159428755034711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153511921879392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462443838530231,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0.0418045724808825,0,0,0,0,0.0390977743132004,0,0,0,0,0,0.136432225556248,0,0.0380127458896218,0,0,0.0278986083383909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122206741836177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650449535741267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599525440595314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363317518475379,0,0,0,0,0,0,0.047361343031793,0,0,0,0,0,0,0,0,0.133128781290883,0,0,0,0,0,0,0,0,0.0650449535741267,0,0,0,0,0,0,0,0,0,0,0,0.0550582180412819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437095801958863,0,0,0,0,0,0,0,0,0,0.0903790216880467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611033709180885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140346119277621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623284946600817,0,0,0,0,0.068216112778124,0.157894736842105,0,0.0491705999232395,0,0,0,0.0498141472979888,0,0,0,0.100960559676766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479454761812464,0,0,0,0.0446832720569887,0,0,0,0.13556853253207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441901838277957,0,0,0,0,0,0,0,0,0,0,0,0,0.0169250550678505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518870588372846,0,0,0,0,0,0,0,0,0,0,0,0,0.0201931379792033,0,0,0,0,0,0,0,0,0,0,0,0,0.0504802798383832,0
